system:index,NDVI,NDVI_count,NDVI_disp,confidence,cropland,cultivated_land
46844,0.765374959,17,0.131627471,91,4,2
46846,0.727618754,12,0.126263675,100,1,2
46847,0.536186635,13,0.04728578,100,176,1
46849,0.497446388,9,0.045987609,100,24,2
46850,0.482766479,10,0.033522697,100,176,1
46852,0.643644094,5,0.0950911,100,24,2
46859,0.777046204,5,0.142300404,100,24,2
46860,0.77398628,5,0.10428325,94,1,2
46863,0.440230101,10,0.023411253,100,24,2
46868,0.508015037,3,0.010288644,100,176,1
46869,0.489969701,8,0.025817188,100,176,1
46871,0.50297606,4,0.091948393,100,61,2
46872,0.233717889,8,0.001270291,100,61,2
46873,0.816111505,13,0.172182225,100,24,2
46874,0.450442314,6,0.028492933,100,176,1
46875,0.395389497,17,0.009891633,91,176,1
46877,0.834048629,15,0.190963839,100,1,2
46880,0.449595541,4,0.012092282,100,176,1
46882,0.52077812,5,0.055984218,100,176,1
46884,0.606001854,9,0.028932307,100,176,1
46885,0.364891112,9,0.005095404,100,176,1
46886,0.642396212,5,0.019808112,95,176,1
46888,0.373512715,9,0.009867475,91,176,1
46889,0.43416065,22,0.011884037,100,24,2
46890,0.499760717,5,0.035357651,100,176,1
46893,0.790590644,16,0.064925838,93,121,1
46895,0.452627569,18,0.030902587,90,176,1
46897,0.508192599,6,0.037205613,100,176,1
46905,0.78962785,13,0.127532846,100,24,2
46906,0.54272151,4,0.018600917,100,176,1
46908,0.644398987,11,0.023374543,100,176,1
46909,0.48122701,6,0.001584267,100,176,1
46910,0.757849395,12,0.093634039,93,24,2
46911,0.868209839,10,0.252114391,100,24,2
46914,0.677312136,4,0.07518175,100,24,2
46915,0.285423309,5,0.008098306,100,61,2
46916,0.679112375,8,0.086624259,92,176,1
46918,0.750323236,6,0.107306442,93,24,2
46919,0.362569183,8,0.012682573,100,61,2
46921,0.870561481,10,0.161252723,92,24,2
46923,0.424089998,7,0.021525636,100,176,1
46925,0.581567168,11,0.039668368,100,176,1
46926,0.733224332,8,0.101851196,100,24,2
46928,0.481702387,5,0.047038829,91,176,1
46929,0.6413486,12,0.093832733,93,4,2
46930,0.779317319,13,0.107992694,100,24,2
46932,0.828096747,4,0.273046426,100,24,2
46934,0.49739936,21,0.049606965,100,24,2
46935,0.594064295,9,0.06592523,100,121,1
46937,0.803121626,9,0.128700345,100,1,2
46938,0.58567667,11,0.052248255,100,176,1
46939,0.598675251,5,0.019730783,100,176,1
46940,0.473415375,7,0.033692951,92,176,1
46944,0.358058095,16,0.00875308,90,176,1
46949,0.330430865,13,0.014131691,92,176,1
46950,0.80382818,6,0.234021175,100,1,2
46952,0.457556278,5,0.049468438,100,24,2
46953,0.704679549,12,0.081909226,100,61,2
46954,0.555100262,5,0.014747687,100,121,1
46955,0.678281903,4,0.015331199,100,176,1
46956,0.381086588,5,7.37E-04,100,61,2
46957,0.584756732,9,0.037536622,100,176,1
46958,0.801887572,4,0.135395165,100,4,2
46959,0.540715754,3,0.005414941,91,176,1
46960,0.54469192,11,0.04022207,100,176,1
46963,0.50346303,3,0.008182863,93,176,1
46964,0.442199349,4,0.005616623,92,176,1
46968,0.836355805,22,0.192707984,100,1,2
46969,0.508730948,5,0.039895825,100,176,1
46971,0.449944794,4,0.042047952,100,176,1
46972,0.553373516,5,0.011861876,91,176,1
46974,0.593557537,5,0.07418481,100,176,1
46976,0.484428853,10,0.036054615,93,176,1
46977,0.605792463,5,0.10995689,100,176,1
46978,0.867242634,20,0.161024168,100,24,2
46980,0.472673267,5,0.037478015,100,4,2
46982,0.758956611,7,0.134169019,100,24,2
46983,0.849672198,19,0.192407866,100,1,2
46984,0.55798465,4,0.129723331,100,24,2
46987,0.62821424,11,0.024437844,100,121,1
46991,0.336934358,14,0.009332328,93,176,1
46992,0.829313636,20,0.227467911,90,4,2
46995,0.545850158,9,0.04036857,93,61,2
46996,0.43995443,9,0.026264361,100,176,1
46998,0.605530024,4,0.002110616,96,61,2
47001,0.419525564,9,0.034652589,90,61,2
47003,0.842136919,3,0.001698098,100,24,2
47005,0.643151939,11,0.034357045,100,152,1
47009,0.554535985,12,0.083978732,100,4,2
47010,0.542548895,7,0.003540485,100,176,1
47014,0.498007327,7,0.05244676,100,121,1
47015,0.559530973,5,0.008727048,100,176,1
47019,0.451767266,10,0.038780768,100,24,2
47020,0.226995155,8,6.09E-04,100,61,2
47024,0.585789025,4,0.010651662,100,24,2
47025,0.608693123,7,0.055332006,100,176,1
47026,0.617801666,10,0.068295564,94,176,1
47027,0.620745242,11,0.032811565,90,24,2
47028,0.415226787,10,0.01241262,100,176,1
47030,0.507292926,3,0.001397599,100,176,1
47031,0.580948949,12,0.017270146,100,176,1
47033,0.747500122,5,0.123850139,100,1,2
47034,0.40459311,5,0.03258436,100,176,1
47035,0.603816628,6,0.069307537,100,24,2
47040,0.453212291,7,0.013810247,100,176,1
47042,0.48664242,3,0.019126648,100,176,1
47046,0.570946336,4,0.004017448,100,176,1
47047,0.500412583,4,0.0090132,100,176,1
47048,0.599762559,5,0.002508001,100,176,1
47055,0.816690803,10,0.227136058,100,24,2
47056,0.717910767,9,0.044940401,96,176,1
47058,0.424551666,4,0.027937854,100,176,1
47062,0.501993597,17,0.015552957,100,176,1
47063,0.243048906,8,0.004267477,100,61,2
47064,0.50764823,6,0.019011459,94,176,1
47067,0.660007358,11,0.103638543,100,1,2
47068,0.54927212,8,0.025310872,100,176,1
47071,0.512355506,10,0.034785685,100,176,1
47075,0.606661022,18,0.036261448,94,176,1
47076,0.833490312,6,0.266784051,100,1,2
47077,0.568991005,6,0.057621452,92,176,1
47082,0.575833678,10,0.035146596,100,176,1
47084,0.846214712,18,0.148716736,100,24,2
47086,0.741484344,15,0.068022268,100,24,2
47087,0.381031841,6,0.013936667,100,152,1
47088,0.604995489,6,0.049413795,100,176,1
47090,0.821440279,7,0.159369873,100,1,2
47092,0.404255331,6,0.001983882,100,176,1
47093,0.639318407,9,0.052641127,100,176,1
47097,0.428255647,2,0.00161913,100,176,1
47099,0.261392146,4,0.004305684,100,61,2
47100,0.535712004,9,0.040223179,100,176,1
47103,0.45723933,4,0.061209684,95,176,1
47104,0.394441247,6,0.016105514,91,176,1
47107,0.838257313,9,0.174630121,100,24,2
47108,0.583845615,3,0.013599024,93,176,1
47110,0.585365832,4,0.010888559,100,176,1
47113,0.584063768,13,0.040087654,100,176,1
47114,0.689929307,5,0.029576694,100,24,2
47117,0.653060317,15,0.039478198,100,176,1
47118,0.446633726,19,0.011191169,100,121,1
47120,0.46891588,4,0.052322823,100,176,1
47124,0.594000578,15,0.024698689,100,176,1
47126,0.596170664,17,0.034643841,100,176,1
47127,0.393178165,5,0.021805372,100,176,1
47129,0.610962749,5,0.065436388,100,24,2
47131,0.581365883,3,0.003161588,100,176,1
47132,0.55206573,9,0.034450525,100,176,1
47133,0.591253221,4,0.109728316,100,24,2
47134,0.436528027,4,0.039708434,91,176,1
47135,0.548706591,3,0.023765695,100,176,1
47136,0.253911495,4,0.00850827,100,61,2
47137,0.546846271,9,0.03312606,100,24,2
47138,0.592102706,3,0.008263758,100,176,1
47140,0.700495064,7,0.155362923,93,4,2
47141,0.392037779,10,0.019160403,100,61,2
47144,0.390430033,13,0.047569088,100,4,2
47145,0.322306663,16,0.014063957,93,61,2
47148,0.847726643,11,0.200178606,100,24,2
47149,0.446255118,12,0.023271549,92,176,1
47150,0.256854594,12,0.00261713,100,61,2
47153,0.540509582,5,0.102210438,100,176,1
47154,0.484178066,9,0.02820041,100,121,1
47156,0.450926751,5,0.023395865,93,176,1
47158,0.258322716,12,0.001429765,100,61,2
47159,0.289359242,15,0.002144627,90,61,2
47162,0.760806561,9,0.148374812,100,24,2
47163,0.475298703,3,0.044239491,100,24,2
47166,0.680056751,12,0.075252131,91,24,2
47167,0.403552294,4,0.009443369,100,24,2
47168,0.533671379,2,0.002211632,100,176,1
47170,0.654101372,9,0.076366997,100,61,2
47172,0.819099009,8,0.139630173,92,24,2
47174,0.350181162,8,0.025244017,91,176,1
47175,0.739623845,5,0.153555617,100,4,2
47176,0.481361419,15,0.011957966,100,176,1
47179,0.772354484,5,0.181446074,100,24,2
47180,0.514384806,14,0.025371832,100,176,1
47181,0.308550477,4,0.005933376,100,61,2
47183,0.314731747,19,0.00810832,100,176,1
47184,0.263713807,6,4.12E-04,100,61,2
47185,0.396112949,7,0.027338398,100,61,2
47186,0.572835863,4,0.020120332,100,176,1
47188,0.509623766,3,3.46E-04,90,176,1
47189,0.703311384,7,0.116843496,92,121,1
47190,0.450953633,11,0.027120562,93,61,2
47191,0.570416212,6,0.002379199,100,176,1
47192,0.602217376,4,0.046024152,100,24,2
47193,0.50722295,12,0.020631082,100,176,1
47194,0.683772385,16,0.034650319,95,176,1
47195,0.795845568,5,0.15420557,100,24,2
47196,0.706196725,6,0.115291881,100,24,2
47197,0.463377625,10,0.044095328,93,176,1
47198,0.779655457,5,0.128899484,100,4,2
47201,0.598003805,5,0.070296509,100,176,1
47203,0.616855264,5,0.020176094,100,176,1
47204,0.421376228,18,0.049171716,96,4,2
47205,0.239594802,12,0.00181569,100,61,2
47206,0.511462629,6,0.067219608,100,176,1
47207,0.722219527,11,0.168864408,100,24,2
47208,0.534135878,22,0.02161134,100,176,1
47209,0.233972788,8,0.001296019,100,61,2
47211,0.66012764,9,0.023328592,100,176,1
47212,0.353752822,7,0.005024111,91,24,2
47213,0.651283622,17,0.041735471,100,176,1
47214,0.445192695,12,0.01460356,90,152,1
47215,0.266494781,4,0.001447339,100,61,2
47216,0.40218243,9,0.021351923,90,176,1
47218,0.577645898,12,0.064018064,100,176,1
47222,0.289456397,5,0.023345625,100,61,2
47223,0.557460427,12,0.028776083,100,176,1
47224,0.535199881,10,0.044290236,100,176,1
47226,0.407005548,14,0.012498278,91,176,1
47227,0.847289503,6,0.314639968,100,1,2
47228,0.693252742,4,0.151263903,100,1,2
47229,0.840569139,11,0.316340246,100,1,2
47230,0.864235818,12,0.152627326,100,24,2
47231,0.273837686,5,0.006941651,100,61,2
47233,0.705792308,5,0.057000632,92,1,2
47234,0.70711571,7,0.07515471,100,24,2
47235,0.437437028,4,0.003847446,93,24,2
47236,0.809533417,6,0.15724196,100,24,2
47239,0.823237717,15,0.163045649,100,24,2
47240,0.848394394,5,0.251270101,100,1,2
47241,0.775620103,4,0.16367112,100,4,2
47242,0.78537339,4,0.238439232,100,1,2
47243,0.348765433,11,0.01203038,100,121,1
47244,0.674988508,11,0.052598099,100,24,2
47245,0.759944499,11,0.17913331,100,24,2
47249,0.260402679,12,0.009292931,100,61,2
47252,0.48466441,5,0.043277365,100,176,1
47253,0.463960916,5,0.025091343,90,176,1
47255,0.376848817,14,0.014860939,100,121,1
47256,0.530143142,10,0.042245281,100,176,1
47257,0.481511563,3,0.002219535,100,176,1
47259,0.630029082,7,0.101303803,100,61,2
47261,0.419062018,13,0.018951862,100,61,2
47263,0.651610196,13,0.02013299,93,176,1
47264,0.834733605,12,0.222044575,95,24,2
47265,0.668797195,13,0.075866462,100,24,2
47266,0.556970835,13,0.013372031,91,152,1
47268,0.334854811,5,0.017240116,91,61,2
47269,0.705224454,12,0.1504367,100,1,2
47272,0.424023867,4,0.005202629,100,176,1
47273,0.231433511,8,0.00212623,100,61,2
47274,0.30600065,9,0.006908781,100,176,1
47275,0.511750996,5,2.43E-04,100,176,1
47276,0.81424731,8,0.216500573,100,1,2
47278,0.580739677,7,0.009781751,100,176,1
47279,0.29256618,8,9.66E-04,100,24,2
47280,0.176273316,9,0.001158125,100,61,2
47281,0.476577699,18,0.045647014,94,176,1
47282,0.763919592,17,0.169468016,100,1,2
47283,0.538147926,14,0.028709637,100,24,2
47285,0.59541893,2,5.55E-04,100,176,1
47287,0.438792467,12,0.020746853,93,176,1
47289,0.855897307,15,0.126916044,100,24,2
47290,0.266070753,4,0.00264932,100,61,2
47292,0.603341043,3,0.014997444,100,121,1
47293,0.516025424,5,3.24E-04,100,176,1
47294,0.304359704,11,0.003520196,100,61,2
47296,0.237546265,8,0.00275211,100,61,2
47297,0.557098687,5,0.029301036,90,176,1
47299,0.314708143,12,0.008255406,100,61,2
47301,0.785296559,10,0.191139321,100,24,2
47306,0.785139561,5,0.210436672,100,1,2
47307,0.748341024,11,0.147429372,100,24,2
47308,0.745331526,4,0.224581407,100,24,2
47309,0.815487742,10,0.242590907,100,1,2
47311,0.375135541,9,0.012842839,100,152,1
47312,0.738364935,5,0.129761136,100,1,2
47314,0.362166643,9,0.007624177,100,176,1
47315,0.683526456,10,0.119859699,100,24,2
47316,0.304132819,10,0.00753853,100,61,2
47317,0.72817719,7,0.053083925,100,24,2
47320,0.471305579,5,0.023210773,91,176,1
47323,0.865237951,15,0.249597869,100,24,2
47324,0.406493634,9,0.025070473,100,176,1
47326,0.859345376,5,0.272744168,100,24,2
47328,0.743576646,6,0.196922135,100,24,2
47330,0.577628851,7,0.041209453,100,61,2
47331,0.505220234,13,0.029583449,90,152,1
47332,0.509932876,11,0.025375107,100,176,1
47333,0.401518553,2,2.49E-05,100,176,1
47334,0.494895905,4,0.040716073,100,176,1
47337,0.765648067,14,0.101157192,100,24,2
47338,0.465725183,3,0.003975162,100,176,1
47339,0.484793574,4,0.016678412,100,176,1
47340,0.786990106,13,0.14641199,100,4,2
47341,0.604059577,2,0.015490423,100,176,1
47342,0.268281519,10,0.001570186,100,61,2
47343,0.632710218,9,0.03658758,100,176,1
47348,0.405536652,6,0.018107898,100,121,1
47349,0.664282382,8,0.096959793,100,24,2
47355,0.412615478,5,0.007108342,91,176,1
47356,0.632023036,14,0.022206523,100,176,1
47357,0.763395309,2,0.018396628,93,142,1
47358,0.499753505,14,0.034005453,91,176,1
47359,0.846485138,5,0.076299129,100,1,2
47361,0.633140206,3,0.00133875,100,152,1
47363,0.621951222,4,0.011119108,100,176,1
47364,0.365364373,6,0.022783388,94,61,2
47365,0.661140323,6,0.037696087,100,176,1
47368,0.48827368,3,0.044101024,100,176,1
47369,0.551153064,5,0.052999885,100,121,1
47371,0.814586639,18,0.153180671,100,1,2
47373,0.544466555,6,0.020761187,90,24,2
47375,0.503940642,10,0.02053875,100,176,1
47377,0.671267927,14,0.094321385,100,24,2
47379,0.541881979,2,0.010645993,100,176,1
47380,0.548533499,5,0.059296855,100,176,1
47381,0.529524088,4,0.076630116,90,176,1
47383,0.524111271,11,0.012725806,100,176,1
47384,0.693613112,9,0.022105085,100,176,1
47385,0.651345193,16,0.063456031,91,24,2
47386,0.441945225,6,0.022169112,100,176,1
47387,0.366618991,22,0.008394038,91,176,1
47388,0.195037916,21,0.001814996,100,61,2
47389,0.335806102,14,0.011718835,92,176,1
47392,0.581439674,7,0.147570214,94,61,2
47396,0.537736833,9,0.010910523,100,176,1
47397,0.485221267,3,0.003584075,93,176,1
47398,0.404368281,11,0.027327871,100,37,2
47399,0.82646066,5,0.14895054,100,24,2
47400,0.677171648,4,0.208241862,100,1,2
47401,0.554833293,12,0.042709889,100,176,1
47402,0.348168135,4,0.010126835,100,176,1
47403,0.486667037,15,0.016055829,92,152,1
47404,0.490421236,7,0.009359702,92,176,1
47405,0.549152374,5,0.083793192,90,24,2
47406,0.668684244,9,0.094458712,100,24,2
47407,0.658209443,11,0.063941119,100,24,2
47409,0.434863329,11,0.023612186,94,176,1
47411,0.614245534,6,0.036767668,100,176,1
47413,0.554167569,5,5.54E-04,100,176,1
47415,0.547780395,12,0.050308725,100,121,1
47416,0.339328259,17,0.014029188,93,176,1
47418,0.80610925,5,0.216756466,100,1,2
47419,0.405518472,4,0.027805004,100,24,2
47420,0.527958155,4,0.021324834,91,176,1
47421,0.478800327,6,0.013636397,91,176,1
47422,0.627385497,3,1.72E-04,100,176,1
47424,0.484680772,11,0.028162989,100,61,2
47427,0.453420192,4,0.043523461,100,176,1
47428,0.75718987,4,0.262270212,100,1,2
47429,0.334572494,8,0.015590195,100,176,1
47430,0.353261948,17,0.005537507,100,61,2
47431,0.405101866,5,0.008703589,100,176,1
47432,0.560811579,5,0.092283732,100,176,1
47434,0.31605649,5,0.010519305,100,61,2
47437,0.772904336,15,0.116228647,94,24,2
47438,0.234598532,12,9.57E-04,94,61,2
47440,0.526830852,8,0.042427098,93,176,1
47441,0.397650272,10,0.025870671,100,61,2
47444,0.58955425,10,0.06851538,100,176,1
47445,0.505942106,14,0.037448961,100,176,1
47446,0.464280009,4,0.049937167,100,24,2
47448,0.5311445,15,0.025051133,93,176,1
47449,0.511794746,7,0.049443097,100,176,1
47451,0.825784206,9,0.176194923,100,4,2
47452,0.549164832,11,0.024284509,100,176,1
47453,0.573163867,14,0.066114551,90,176,1
47456,0.48167184,10,0.042949887,100,176,1
47458,0.509151459,7,0.011362387,100,4,2
47459,0.365896732,5,0.007116095,90,24,2
47460,0.779417992,17,0.181790828,100,4,2
47461,0.577603817,5,0.078893151,100,176,1
47462,0.819359899,7,0.146838669,100,24,2
47463,0.223518744,4,0.001399267,100,61,2
47464,0.557328939,16,0.017816274,100,176,1
47466,0.748363376,9,0.123060836,100,4,2
47467,0.254363298,11,0.00295882,100,61,2
47468,0.619706631,15,0.023798209,93,121,1
47469,0.702526033,5,0.085807587,100,24,2
47470,0.541478693,4,0.008043456,100,176,1
47471,0.618288398,9,0.047899971,94,176,1
47473,0.353183299,15,0.00568754,100,61,2
47475,0.755041659,6,0.215919021,100,1,2
47477,0.787136316,6,0.165102605,100,24,2
47479,0.687085569,7,0.11349507,95,61,2
47480,0.788170278,19,0.134372317,100,24,2
47482,0.796379805,22,0.10720872,100,24,2
47484,0.810272932,11,0.153163005,100,4,2
47488,0.83457911,18,0.037057933,100,36,2
47490,0.380317897,3,6.30E-04,92,176,1
47491,0.582677603,4,0.009105481,100,176,1
47492,0.404520601,3,9.67E-04,100,176,1
47493,0.851940453,5,0.201536736,100,24,2
47494,0.831194103,7,0.170212385,100,24,2
47496,0.666889131,16,0.109162396,92,24,2
47497,0.555653989,6,0.06590604,91,176,1
47501,0.503753364,3,0.091502528,100,176,1
47502,0.487112194,10,0.027665061,100,121,1
47504,0.55667454,5,0.051643181,100,24,2
47505,0.466059536,20,0.012301436,93,176,1
47506,0.862228632,16,0.18976269,100,24,2
47507,0.49963972,3,0.014892367,92,176,1
47508,0.538841605,5,0.047314253,100,24,2
47511,0.523997247,4,0.059739496,92,24,2
47512,0.295463502,8,0.013044879,100,176,1
47513,0.581476569,5,0.09795192,100,121,1
47517,0.571642935,3,0.003411279,100,176,1
47518,0.552683234,11,0.044185033,91,61,2
47520,0.376235574,4,0.029170667,100,176,1
47521,0.785349667,15,0.179770066,100,24,2
47522,0.642524183,10,0.154343648,100,176,1
47525,0.479785919,5,0.045183782,93,152,1
47527,0.873849094,16,0.178019741,100,24,2
47528,0.767181456,3,0.388113359,91,1,2
47529,0.528764009,11,0.032185998,100,121,1
47530,0.573746622,13,0.055385423,92,176,1
47531,0.476651102,7,0.025231416,100,176,1
47532,0.597095191,17,0.01528273,100,176,1
47533,0.505081654,3,0.002969268,100,176,1
47534,0.645007491,3,0.004405142,90,176,1
47535,0.62455976,5,0.006431451,90,176,1
47536,0.449985057,13,0.019324131,100,176,1
47537,0.336614162,9,0.009354852,100,176,1
47539,0.666524053,5,0.143559744,100,24,2
47541,0.801490009,4,0.223471993,100,1,2
47543,0.367734849,12,0.011918688,92,176,1
47545,0.726026237,9,0.06726526,92,205,2
47548,0.723140955,18,0.120493572,100,24,2
47549,0.525436401,7,0.011231997,91,176,1
47554,0.847129166,13,0.148540144,100,24,2
47555,0.856936097,3,0.182260368,100,2,2
47556,0.489485741,5,0.009805871,100,121,1
47557,0.807332754,10,0.297042473,100,1,2
47558,0.737157166,5,0.128084047,93,24,2
47559,0.600657463,8,0.056159869,100,24,2
47562,0.819484591,10,0.139588821,100,1,2
47563,0.580404282,16,0.051350361,100,176,1
47566,0.576206088,4,0.011468982,92,152,1
47569,0.650191009,5,0.181972867,100,24,2
47571,0.580020964,4,0.032947769,90,24,2
47572,0.59776932,7,0.002576881,92,176,1
47573,0.638151526,5,0.081876298,100,176,1
47575,0.359075576,4,0.007465803,95,176,1
47577,0.701403975,16,0.149989251,100,4,2
47578,0.230002999,9,0.002306497,91,61,2
47581,0.520679951,4,0.034932751,94,176,1
47583,0.210251838,11,8.91E-04,100,61,2
47584,0.831279159,6,0.228871181,100,1,2
47585,0.647023618,3,0.001660643,100,176,1
47586,0.49437198,6,0.045625148,100,176,1
47587,0.519766688,3,8.07E-04,100,176,1
47588,0.832567811,15,0.138258532,100,4,2
47589,0.475897819,5,0.033349463,100,24,2
47591,0.675327718,4,0.106331368,93,121,1
47592,0.39888075,12,0.031572689,100,121,1
47594,0.292262256,11,0.004410541,100,61,2
47595,0.464940846,18,0.03652018,100,2,2
47596,0.46340701,9,0.025102296,100,176,1
47597,0.566758633,4,0.016382495,94,176,1
47598,0.277744472,8,7.12E-04,100,24,2
47600,0.78059715,8,0.139766999,100,24,2
47601,0.501307309,17,0.009569741,100,176,1
47602,0.621529162,5,0.03992195,100,176,1
47605,0.430600286,9,0.034810579,96,176,1
47609,0.482633561,6,0.031828356,100,122,1
47611,0.824762523,11,0.200929232,93,1,2
47612,0.19665727,4,4.41E-04,100,61,2
47614,0.509803891,6,0.037035185,100,176,1
47615,0.391001076,5,0.004174635,100,176,1
47616,0.203729466,14,7.77E-04,90,61,2
47617,0.404162705,11,0.007812446,100,176,1
47618,0.245272622,11,0.001041154,100,61,2
47620,0.506605327,11,0.058008645,100,176,1
47621,0.654645026,20,0.087353379,100,61,2
47622,0.572953343,14,0.034162494,93,176,1
47627,0.260342687,13,0.001297261,100,61,2
47631,0.560932994,3,0.003868692,100,176,1
47632,0.585297823,10,0.03331057,100,176,1
47633,0.391582459,9,0.015279097,100,152,1
47637,0.641174972,7,0.027107957,100,4,2
47638,0.850481689,12,0.149562205,100,24,2
47639,0.462250561,23,0.012562143,94,24,2
47640,0.641479671,3,0.003779492,100,176,1
47643,0.493863344,5,0.020401457,100,176,1
47644,0.533113897,3,0.009157783,93,176,1
47647,0.49960345,9,0.021673313,100,24,2
47648,0.743517756,11,0.184544517,94,1,2
47651,0.493874937,6,0.045263339,100,176,1
47654,0.337109447,18,0.018225099,90,61,2
47655,0.570328116,8,0.090299403,95,176,1
47657,0.865998745,4,0.286537694,100,24,2
47658,0.512885273,14,0.035979317,100,176,1
47660,0.786522925,5,0.182997405,100,1,2
47661,0.650489211,12,0.028581986,100,176,1
47662,0.473046154,6,0.047460055,100,176,1
47663,0.558253944,17,0.040292083,100,24,2
47664,0.794328034,14,0.23119492,100,4,2
47665,0.545840621,3,0.009519683,100,176,1
47666,0.482512683,12,0.033371473,100,176,1
47667,0.422233343,5,0.028564233,100,176,1
47670,0.562880635,5,0.052868387,100,176,1
47672,0.847202003,20,0.146836646,90,24,2
47673,0.818792522,6,0.211675187,100,4,2
47675,0.528258622,12,0.030726309,92,176,1
47676,0.626755297,11,0.022567765,100,176,1
47678,0.505064964,4,0.017697699,100,176,1
47680,0.43422693,13,0.010057739,92,152,1
47681,0.485568017,9,0.024761056,92,176,1
47684,0.545778096,9,0.04059114,100,176,1
47685,0.450043619,3,0.0215277,100,176,1
47688,0.852107286,5,0.103284984,100,36,2
47689,0.75590384,5,0.114671595,100,24,2
47690,0.211702898,4,4.98E-04,100,61,2
47693,0.494753361,16,0.01735176,100,176,1
47695,0.421602815,6,3.98E-04,100,176,1
47696,0.840590179,14,0.036733428,93,36,2
47699,0.464893818,4,0.002121171,92,176,1
47700,0.47713545,8,0.012109724,92,176,1
47701,0.878270864,8,0.242582616,100,24,2
47702,0.738704085,5,0.266969244,100,4,2
47703,0.607263863,6,0.065895606,100,176,1
47705,0.545381725,3,0.009531612,100,176,1
47706,0.789600611,22,0.178061014,100,4,2
47707,0.636894584,9,0.040626328,91,176,1
47709,0.523434639,4,0.069936415,100,176,1
47710,0.317263842,9,0.04667954,100,111,1
47711,0.489407718,5,0.038530805,90,24,2
47712,0.453887254,8,0.016907938,100,24,2
47713,0.593576968,10,0.02160348,100,176,1
47714,0.582476735,10,0.046213039,100,176,1
47715,0.404482901,6,0.005966068,100,121,1
47716,0.463211447,7,0.032103816,100,176,1
47717,0.590978682,5,0.110540042,95,4,2
47718,0.791584492,7,0.19404366,100,1,2
47719,0.479088664,13,0.017652955,100,61,2
47720,0.526352644,3,0.003389786,94,176,1
47721,0.612183332,6,0.014456424,100,176,1
47722,0.81237936,10,0.147524353,100,24,2
47723,0.764359891,16,0.193510256,100,24,2
47726,0.786596656,5,0.129820536,100,4,2
47728,0.748024464,4,0.26093107,100,4,2
47731,0.454204232,5,0.050430441,90,152,1
47733,0.588800013,9,0.069719312,93,176,1
47734,0.50682646,5,0.047918994,100,176,1
47735,0.49801755,2,0.003825578,100,176,1
47736,0.484903902,8,0.015611384,92,176,1
47738,0.531359375,16,0.040356125,90,176,1
47739,0.82746309,5,0.09537268,100,24,2
47742,0.665340841,10,0.030689945,100,176,1
47746,0.49557671,6,0.083627698,100,176,1
47747,0.484749287,11,0.01700961,93,176,1
47749,0.405621201,7,0.020485095,94,176,1
47751,0.553571463,6,0.039377489,100,176,1
47753,0.57029587,12,0.029287044,100,176,1
47754,0.72092551,6,0.116519228,100,24,2
47756,0.558846354,5,0.014556737,95,176,1
47757,0.443146676,12,0.033948053,100,176,1
47759,0.43859157,6,0.026300648,100,176,1
47760,0.498794407,4,0.055697652,100,176,1
47761,0.785331309,5,0.136331869,100,1,2
47762,0.584868968,6,0.022797439,92,4,2
47765,0.528413892,15,0.021481001,100,176,1
47766,0.850430667,20,0.173009118,100,1,2
47768,0.20706518,9,0.003553554,100,61,2
47770,0.248637274,17,0.002761856,94,61,2
47772,0.290097326,14,0.00358777,100,61,2
47774,0.460243136,3,0.061260385,100,24,2
47775,0.502748787,4,0.029058137,100,121,1
47777,0.822869658,9,0.186012864,100,1,2
47778,0.272005439,6,6.05E-04,100,61,2
47779,0.594629824,5,0.048206542,91,176,1
47780,0.760020196,5,0.198793596,100,1,2
47781,0.43778196,10,0.005210688,100,176,1
47783,0.263099313,9,0.011176473,100,176,1
47785,0.548044086,6,0.014530633,100,176,1
47786,0.66139406,13,0.04222478,94,176,1
47787,0.290268034,12,0.003819762,91,61,2
47790,0.481280237,7,0.024127464,100,176,1
47792,0.579940736,10,0.022608208,100,176,1
47794,0.743783414,5,0.250212678,100,1,2
47795,0.79383868,13,0.218882188,100,4,2
47797,0.448786497,10,0.008936666,93,121,1
47798,0.560907423,11,0.038557466,100,176,1
47801,0.295976758,4,0.005884552,93,61,2
47804,0.828221858,8,0.234312764,100,4,2
47807,0.25012064,5,0.002850963,100,61,2
47810,0.32076928,5,0.019651407,100,61,2
47811,0.366642326,10,0.008041586,100,61,2
47816,0.526557744,11,0.033503886,100,176,1
47818,0.43459481,9,0.033201225,100,176,1
47819,0.656141162,10,0.057033539,100,176,1
47820,0.51006037,25,0.015369155,92,176,1
47822,0.409038574,5,0.009349458,100,24,2
47823,0.258768708,12,0.059889597,100,61,2
47826,0.524130881,11,0.027280905,100,176,1
47828,0.809316218,14,0.189097261,100,1,2
47829,0.432338923,5,0.035160263,100,176,1
47830,0.502105117,3,0.00738812,100,176,1
47831,0.688853085,14,0.058885178,100,176,1
47833,0.757350624,15,0.161169779,100,24,2
47834,0.634975553,10,0.02241287,91,24,2
47835,0.594020426,5,0.028108287,100,176,1
47837,0.497118056,10,0.017662007,100,176,1
47839,0.720288455,11,0.09074978,100,37,2
47840,0.579150379,8,0.052195492,93,176,1
47841,0.580578506,24,0.072630836,100,24,2
47842,0.441734433,11,0.023399736,90,176,1
47843,0.454440713,5,0.054352064,94,176,1
47845,0.691352904,19,0.088577559,94,4,2
47846,0.507532179,5,0.063384117,91,61,2
47850,0.206672162,14,2.98E-04,100,61,2
